"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_min_vac_intro_8Dec2020","diff_intro_F40","diff_intro_F70","diff_min_vac_intro_8Dec2020_clean","V1_date_group","V1_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes"
"327",244,"Sharma","Matched case-control","27Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA","veterans","veterans",66.7,61.4,71.6,NA,"omicron","~42 weeks",NA,NA,"USA","USA",244,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-04-27,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"328",272,"Adams","Prospective test-negative case control","11Oct2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",41,25,54,"omicron BA.1, BA.2, BA.5","omicron BA.1, BA.2, BA.5","~72 weeks",NA,NA,"USA","USA",272,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-10-11,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"329",299,"Risk","Retrospective cohort","16Aug2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",79,63,88,NA,"omicron","~56 weeks",NA,NA,"USA","USA",299,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-08-16,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"330",310,"Penayo","Test-negative case-control","01Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",42.1,-105.4,83.7,NA,"omicron","~52 weeks",NA,NA,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,76,291,NA,76,"feb/2021","60-89","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"331",324,"Link-Gelles","Test-negative case-control","05Oct2022","mRNA-1273 (Moderna)","included","2","final","150+","hospitalization","severe","USA",">=18 years","general pop",28,17,38,NA,"omicron BA.4 or BA.5","~82 weeks",NA,NA,"USA","USA",324,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-10-05,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"332",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~46 weeks","hospitalization","severe","USA",">=5 years","general pop",64.7,57.2,70.9,NA,"omicron","~46 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"333",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~59 weeks","hospitalization","severe","USA",">=5 years","general pop",61.5,49.6,70.6,NA,"omicron","~59 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"334",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",95,54,99,NA,"omicron BA.1","~25 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,71,251,527,71,"feb/2021","60-89","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA
"335",194,"Smid","Retrospective cohort","15Oct2022","AZD1222 (AstraZeneca)","included","2","final","75-135","hospitalization","severe","Czech Republic","all ages","general pop",-139,-861,41,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,15,205,NA,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"336",194,"Smid","Retrospective cohort","15Oct2022","AZD1222 (AstraZeneca)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",13,-8,30,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,15,205,NA,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"337",203,"Baum","Retrospective cohort","05Nov2022","AZD1222 (AstraZeneca)","excluded","2","final","91-180","hospitalization","severe","Finland",">= 70 years",">= 70 years",37,-154,85,NA,"omicron",NA,NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,15,235,312,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"338",203,"Baum","Retrospective cohort","05Nov2022","AZD1222 (AstraZeneca)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",51,12,73,NA,"omicron","~56 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,15,235,312,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"339",210,"Stowe","Test-negative case-control","30Sep2022","AZD1222 (AstraZeneca)","included","2","final","14-174","hospitalization with ARI","severe","UK","18-64 years","18-64 years",59,31.9,75.3,NA,"omicron","~43 weeks",NA,NA,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"340",210,"Stowe","Test-negative case-control","30Sep2022","AZD1222 (AstraZeneca)","included","2","final","175+","hospitalization with ARI","severe","UK","18-64 years","18-64 years",53,41.7,62,NA,"omicron","~43 weeks",NA,NA,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"341",210,"Stowe","Test-negative case-control","30Sep2022","AZD1222 (AstraZeneca)","included","2","final","14-174","hospitalization with ARI","severe","UK",">= 65 years",">= 65 years",71.2,50,83.4,NA,"omicron","~43 weeks",NA,NA,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"342",210,"Stowe","Test-negative case-control","30Sep2022","AZD1222 (AstraZeneca)","included","2","final","175+","hospitalization with ARI","severe","UK",">= 65 years",">= 65 years",53.1,43.4,61.2,NA,"omicron","~43 weeks",NA,NA,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"343",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","14-59","severe disease","severe","Brazil",">= 18 years","general pop",77.1,72.9,80.6,NA,"omicron","~7 weeks",NA,NA,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,40,250,384,40,"jan/2021","30-59","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"344",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","150+","severe disease","severe","Brazil",">= 18 years","general pop",67.8,66.7,69,NA,"omicron","~36 weeks",NA,NA,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,40,250,384,40,"jan/2021","30-59","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"345",247,"Kirsebom","Test-negative case-control","12Dec2022","AZD1222 (AstraZeneca)","included","2","final","175+","hospitalization","severe","UK",">= 65 years",">= 65 years",61,49.8,69.7,"omicron","omicron","~44.5 weeks",NA,NA,"UK","GBR",247,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-12-12,"severe","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"346",310,"Penayo","Test-negative case-control","01Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",10.1,-31,38.3,NA,"omicron","~48 weeks",NA,NA,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,76,291,NA,76,"feb/2021","60-89","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"347",396,"Park","Retrospective cohort","15May2023","AZD1222 (AstraZeneca)","included","2","final","14+","critical infection","severe","South Korea",">=60 years",">=60 years",72,70,74,NA,"omicron BA.1, BA.2, BA.4/BA.5","~80 weeks",NA,NA,"South Korea","KOR",396,"KOR",33830,2019,"Korea, Rep.","East Asia & Pacific","High income",4,"Asia",2021-02-26,2021-09-15,2021-10-25,2021-02-26,2021-02-26,0,80,201,241,80,"feb/2021","60-89","Sep-Nov/2021","180-269","yes","yes","yes",2023-05-15,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"348",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","AZD1222 (AstraZeneca)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",10,-78,55,NA,"omicron BA.1","~43 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,71,251,527,71,"feb/2021","60-89","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"349",420,"Irala","Test-negative case-control","15Sep2023","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization due to SARI","severe","Paraguay",">=5 years","general pop",10,-31.3,38.2,NA,"omicron BA.1","~52 weeks",NA,NA,"Paraguay","PRY",420,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,76,291,NA,76,"feb/2021","60-89","Dec/2021 +","270-359","yes","yes","no",2023-09-15,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"350",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","60-149","severe disease","severe","Scotland",">= 18 years","general pop",78.8,31.8,93.4,NA,"omicron","~19 weeks",NA,NA,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"351",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","AZD1222 (AstraZeneca)","included","2","final","150+","severe disease","severe","Scotland",">= 18 years","general pop",52.8,33.3,66.7,NA,"omicron","~35.5 weeks",NA,NA,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","omicron","yes",NA
"352",221,"Ranzani","Test-negative case-control","16Aug2022","CoronaVac (Sinovac)","included","2","final","14-59","hospitalization or death","severe","Brazil",">= 18 years","general pop",56.1,40.6,67.5,NA,"omicron","~10 weeks",NA,NA,"Brazil","BRA",221,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,40,250,384,40,"jan/2021","30-59","Sep-Nov/2021","180-269","yes","yes","yes",2022-08-16,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"353",221,"Ranzani","Test-negative case-control","16Aug2022","CoronaVac (Sinovac)","included","2","final","180+","hospitalization or death","severe","Brazil",">= 18 years","general pop",57.6,54.4,60.6,NA,"omicron","~59 weeks",NA,NA,"Brazil","BRA",221,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,40,250,384,40,"jan/2021","30-59","Sep-Nov/2021","180-269","yes","yes","yes",2022-08-16,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"354",285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","CoronaVac (Sinovac)","included","2","final","14-180","hospitalization or death","severe","Brazil",">= 18 years","general pop",64.5,62.6,66.3,NA,"omicron","~59 weeks",NA,NA,"Brazil","BRA",285,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,40,250,384,40,"jan/2021","30-59","Sep-Nov/2021","180-269","yes","yes","yes",2022-07-18,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"355",285,"Cerqueira-Silva","Test-negative case-control","18Jul2022","CoronaVac (Sinovac)","included","2","final","180+","hospitalization or death","severe","Brazil",">= 18 years","general pop",61.8,60.3,63.2,NA,"omicron","~59 weeks",NA,NA,"Brazil","BRA",285,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,40,250,384,40,"jan/2021","30-59","Sep-Nov/2021","180-269","yes","yes","yes",2022-07-18,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"356",301,"Yan","Case-control","18Aug2022","CoronaVac (Sinovac)","excluded","2","final","14+","severe disease","severe","Hong Kong","18-50 years","18-50 years",72.6,40.1,87.5,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,77,177,374,77,"feb/2021","60-89","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"357",301,"Yan","Case-control","18Aug2022","CoronaVac (Sinovac)","excluded","2","final","14+","severe disease","severe","Hong Kong","51-64 years","51-64 years",67.8,48.7,79.7,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,77,177,374,77,"feb/2021","60-89","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"358",301,"Yan","Case-control","18Aug2022","CoronaVac (Sinovac)","excluded","2","final","14+","severe disease","severe","Hong Kong",">= 65 years",">= 65 years",56.7,47.4,64.4,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,77,177,374,77,"feb/2021","60-89","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"359",332,"Wan","Case-control","17Oct2022","CoronaVac (Sinovac)","excluded","2","final","14-180","hospitalization","severe","Hong Kong","60-79 years","60-79 years",59.4,56.6,62,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,77,177,374,77,"feb/2021","60-89","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"360",332,"Wan","Case-control","17Oct2022","CoronaVac (Sinovac)","excluded","2","final","14-180","severe disease","severe","Hong Kong","60-79 years","60-79 years",57.7,43.8,68.2,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,77,177,374,77,"feb/2021","60-89","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"361",332,"Wan","Case-control","17Oct2022","CoronaVac (Sinovac)","excluded","2","final","14-180","hospitalization","severe","Hong Kong",">=80 years",">=80 years",58.4,55.8,60.9,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,77,177,374,77,"feb/2021","60-89","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
"362",332,"Wan","Case-control","17Oct2022","CoronaVac (Sinovac)","excluded","2","final","14-180","severe disease","severe","Hong Kong",">=80 years",">=80 years",55,38.6,67,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,77,177,374,77,"feb/2021","60-89","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","Sinovac CoronaVac","Inactivated","omicron","yes",NA
